state/prov,F/M,location_code,location_type,name,latitude,longitude,psc_basin,psc_region,description,rmpc_region,rmpc_basin,Rec area-W,Rec area.Shelton,Rec area.Shelton2,Rec area.Shelton3,Rec.area.Sullaway.Shelton
1,M,1M,1,AK M,,,PENI,WEAK,Alaska marine,WEAK,PENI,AK,AK,AK,AK,AK
1,M,1M1,1,AK M 1,,,PENI,WEAK,"Alaska marine, Region 1",WEAK,PENI,NSE SSE,NSE SSE,NSE SSE,NSE SSE,NSE SSE
1,M,1M1  001,1,AK M 1 001,,,SEAKG,SEAK,"Alaska marine, Region 1, District 001",SEAK,SEAKG,SSE,SSEAK,SSEAK,SSEAK,SSEAK
1,M,1M1  001 00,1,AK M 1 001-00,,,SEAKG,SEAK,"Alaska marine, Region 1, District 001, Subdistrict 00",SEAK,SEAKG,SSE,SSEAK,SSEAK,SSEAK,SSEAK
1,M,1M101,1,AK M 1 01,,,SEAKG,SEAK,"Alaska marine, Region 1, PELICAN,  Quadrant , District , Subdistrict",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M101    NW11391,1,AK M 1 01 NW11391,,,SEAKG,SEAK,"Alaska marine, Region 1, PELICAN,  Quadrant NW, District 113, Subdistrict 91",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M101    NW11395,1,AK M 1 01 NW11395,,,SEAKG,SEAK,"Alaska marine, Region 1, PELICAN,  Quadrant NW, District 113, Subdistrict 95",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M102    NW,1,AK M 1 02 NW,,,SEAKG,SEAK,"Alaska marine, Region 1, ELFIN COVE,  Quadrant NW, District , Subdistrict",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M102    NW11391,1,AK M 1 02 NW11391,,,SEAKG,SEAK,"Alaska marine, Region 1, ELFIN COVE,  Quadrant NW, District 113, Subdistrict 91",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M102    NW11394,1,AK M 1 02 NW11394,,,SEAKG,SEAK,"Alaska marine, Region 1, ELFIN COVE,  Quadrant NW, District 113, Subdistrict 94",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M102    NW11421,1,AK M 1 02 NW11421,,,SEAKG,SEAK,"Alaska marine, Region 1, ELFIN COVE,  Quadrant NW, District 114, Subdistrict 21",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M102    NW11450,1,AK M 1 02 NW11450,NA,NA,SEAK,SEAK,"Alaska marine, Region 1, ELFIN COVE, Quadrant NW, District 114, Subdistrict 50",SEAK,SENW,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M102MB  NE11140,,AM M 1 02 MBNE11140,,,,,"Alaska marine, Region 1, ELFIN COVE, MB,  Quadrant NE, District 113, Subdistrict",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M102MB  NW113,1,AK M 1 02 MBNW113,,,SEAKG,SEAK,"Alaska marine, Region 1, ELFIN COVE, MB,  Quadrant NW, District 113, Subdistrict",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M102MB  NW11301,,AK M 1 02 MBNW11301,,,,,"Alaska marine, Region 1, ELFIN COVE, MB,  Quadrant NW, District 113, Subdistrict",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M102MB  NW11391,1,AK M 1 02 MBNW11391,,,SEAKG,SEAK,"Alaska marine, Region 1, ELFIN COVE, MB,  Quadrant NW, District 113, Subdistrict 91",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M102MB  NW11393,1,AK M 1 02 MBNW11393,,,SEAKG,SEAK,"Alaska marine, Region 1, ELFIN COVE, MB,  Quadrant NW, District 113, Subdistrict 93",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M102MB  NW11394,1,AK M 1 02 MBNW11394,,,SEAKG,SEAK,"Alaska marine, Region 1, ELFIN COVE, MB,  Quadrant NW, District 113, Subdistrict 94",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M102MB  NW11395,1,AK M 1 02 MBNW11395,,,SEAKG,SEAK,"Alaska marine, Region 1, ELFIN COVE, MB,  Quadrant NW, District 113, Subdistrict 95",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M102MB  NW11421,1,AK M 1 02 MBNW11421,,,SEAKG,SEAK,"Alaska marine, Region 1, ELFIN COVE, MB,  Quadrant NW, District 114, Subdistrict 21",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M102MB  NW11440,1,AK M 1 02 MBNW11440,,,SEAKG,SEAK,"Alaska marine, Region 1, ELFIN COVE, MB,  Quadrant NW, District 114, Subdistrict 40",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M102MB  NW11450,1,AK M 1 02 MBNW11450,,,SEAKG,SEAK,"Alaska marine, Region 1, ELFIN COVE, MB,  Quadrant NW, District 114, Subdistrict 50",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M102MB  NW11611,1,AK M 1 02 MBNW11611,,,SEAKG,SEAK,"Alaska marine, Region 1, ELFIN COVE, MB,  Quadrant NW, District 116, Subdistrict 11",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M102MS  NW113,1,AK M 1 02 MSNW113,,,WEAKG,WEAK,"Alaska marine, Region 1, ELFIN COVE, MS,  Quadrant NW, District 113, Subdistrict",WEAK,WEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,,1M102MS  NW11301,,AK M 1 02 MSNW11301,,,,,"Alaska marine, Region 1, ELFIN COVE, MS, Quadrant NW, District 113, Subdistrict 01",,,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M102MS  NW11391,1,AK M 1 02 MSNW11391,,,SEAKG,SEAK,"Alaska marine, Region 1, ELFIN COVE, MS,  Quadrant NW, District 113, Subdistrict 91",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M102MS  NW11393,,AK M 1 02 MSNW11393,,,SEAKG,SEAK,,,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M102MS  NW11395,1,AK M 1 02 MSNW11395,,,SEAKG,SEAK,"Alaska marine, Region 1, ELFIN COVE, MS,  Quadrant NW, District 113, Subdistrict 95",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103,1,AK M 1 03,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant , District , Subdistrict",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103    NE109,1,AK M 1 03 NE109,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NE, District 109, Subdistrict",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103    NE10910,1,AK M 1 03 NE10910,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NE, District 109, Subdistrict 10",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103    NE10920,1,AK M 1 03 NE10920,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NE, District 109, Subdistrict 20",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103    NE11150,1,AK M 1 03 NE11150,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NE, District 111, Subdistrict 50",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103    NE112,1,AK M 1 03 NE112,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NE, District 112, Subdistrict",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103    NE11211,1,AK M 1 03 NE11211,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NE, District 112, Subdistrict 11",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103    NE11212,1,AK M 1 03 NE11212,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NE, District 112, Subdistrict 12",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103    NE11241,1,AK M 1 03 NE11241,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NE, District 112, Subdistrict 41",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103    NE11242,1,AK M 1 03 NE11242,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NE, District 112, Subdistrict 42",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103    NE11250,1,AK M 1 03 NE11250,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NE, District 112, Subdistrict 50",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103    NW113,1,AK M 1 03 NW113,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103    NW11311,1,AK M 1 03 NW11311,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 11",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103    NW11312,1,AK M 1 03 NW11312,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 12",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103    NW11321,1,AK M 1 03 NW11321,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 21",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103    NW11322,1,AK M 1 03 NW11322,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 22",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103    NW11331,1,AK M 1 03 NW11331,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 31",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103    NW11333,1,AK M 1 03 NW11333,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 33",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103    NW11334,1,AK M 1 03 NW11334,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 34",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103    NW11335,1,AK M 1 03 NW11335,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 35",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103    NW11338,1,AK M 1 03 NW11338,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 38",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103    NW11341,1,AK M 1 03 NW11341,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 41",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103    NW11342,1,AK M 1 03 NW11342,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 42",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103    NW11343,1,AK M 1 03 NW11343,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 43",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103    NW11344,1,AK M 1 03 NW11344,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 44",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103    NW11345,1,AK M 1 03 NW11345,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 45",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103    NW11351,1,AK M 1 03 NW11351,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 51",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103    NW11355,1,AK M 1 03 NW11355,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 55",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103    NW11359,1,AK M 1 03 NW11359,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 59",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103    NW11361,1,AK M 1 03 NW11361,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 61",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103    NW11362,1,AK M 1 03 NW11362,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 62",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103    NW11363,1,AK M 1 03 NW11363,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 63",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103    NW11366,1,AK M 1 03 NW11366,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 66",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103    NW11371,1,AK M 1 03 NW11371,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 71",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103    NW11425,1,AK M 1 03 NW11425,NA,NA,SEAK,SEAK,"Alaska marine, Region 1, SITKA, Quadrant NW, District 114, Subdistrict 25",SEAK,SENW,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103    SE10280,1,AK M 1 03 SE10280,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant SE, District 102, Subdistrict 80",SEAK,SEAKG,SSE,SSEAK,SSEAK,SSEAK,SSEAK
1,M,1M103    SE10840,1,AK M 1 03 SE10840,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant SE, District 108, Subdistrict 40",SEAK,SEAKG,SSE,SSEAK,SSEAK,SSEAK,SSEAK
1,M,1M103DE,2,AK M 1 03 DE,NA,NA,SEAK,SEAK,"Alaska marine, Region 1, SITKA, DE",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103DE  NW113,1,AK M 1 03 DENW113,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, DE,  Quadrant NW, District 113, Subdistrict",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103DE  NW11311,1,AK M 1 03 DENW11311,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, DE,  Quadrant NW, District 113, Subdistrict 11",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103DE  NW11331,1,AK M 1 03 DENW11331,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, DE,  Quadrant NW, District 113, Subdistrict 31",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103DE  NW11333,1,AK M 1 03 DENW11333,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, DE,  Quadrant NW, District 113, Subdistrict 33",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103DE  NW11335,1,AK M 1 03 DENW11335,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, DE,  Quadrant NW, District 113, Subdistrict 35",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103DE  NW11340,1,AK M 1 03 DENW11340,NA,NA,SEAK,SEAK,"Alaska marine, Region 1, SITKA, DE, Quadrant NW, District 113, Subdistrict 40",SEAK,SENW,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103DE  NW11341,1,AK M 1 03 DENW11341,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, DE,  Quadrant NW, District 113, Subdistrict 41",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103DE  NW11343,1,AK M 1 03 DENW11343,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, DE,  Quadrant NW, District 113, Subdistrict 43",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103DE  NW11345,1,AK M 1 03 DENW11345,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, DE,  Quadrant NW, District 113, Subdistrict 45",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103DE  NW11361,1,AK M 1 03 DENW11361,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, DE,  Quadrant NW, District 113, Subdistrict 61",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103DE  NW11362,1,AK M 1 03 DENW11362,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, DE,  Quadrant NW, District 113, Subdistrict 62",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103DT  NW11311,1,AK M 1 03 DTNW11311,NA,NA,SEAK,SEAK,"Alaska marine, Region 1, SITKA, DT, Quadrant NW, District 113, Subdistrict 11",SEAK,SENW,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103DT  NW11331,1,AK M 1 03 DTNW11331,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, DT,  Quadrant NW, District 113, Subdistrict 31",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103DT  NW11334,1,AK M 1 03 DTNW11334,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, DT,  Quadrant NW, District 113, Subdistrict 34",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103DT  NW11341,1,AK M 1 03 DTNW11341,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, DT,  Quadrant NW, District 113, Subdistrict 41",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103DT  NW11345,1,AK M 1 03 DTNW11345,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, DT,  Quadrant NW, District 113, Subdistrict 45",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103DT  NW11361,1,AK M 1 03 DTNW11361,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, DT,  Quadrant NW, District 113, Subdistrict 61",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103DT  NW11362,1,AK M 1 03 DTNW11362,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, DT,  Quadrant NW, District 113, Subdistrict 62",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103DT  NW11371,,AK M 1 03 DTNW11371,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, DT,  Quadrant NW, District 113, ",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103MB,2,AK M 1 03 MB,NA,NA,SEAK,SEAK,"Alaska marine, Region 1, SITKA, MB",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103MB  NE112,1,AK M 1 03 MBNE112,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MB,  Quadrant NE, District 112, Subdistrict",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103MB  NW113,1,AK M 1 03 MBNW113,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MB,  Quadrant NW, District 113, Subdistrict",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103MB  NW11311,1,AK M 1 03 MBNW11311,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MB,  Quadrant NW, District 113, Subdistrict 11",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103MB  NW11321,1,AK M 1 03 MBNW11321,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MB,  Quadrant NW, District 113, Subdistrict 21",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103MB  NW11322,1,AK M 1 03 MBNW11322,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MB,  Quadrant NW, District 113, Subdistrict 22",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103MB  NW11331,1,AK M 1 03 MBNW11331,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MB,  Quadrant NW, District 113, Subdistrict 31",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103MB  NW11335,1,AK M 1 03 MBNW11335,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MB,  Quadrant NW, District 113, Subdistrict 35",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103MB  NW11341,1,AK M 1 03 MBNW11341,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MB,  Quadrant NW, District 113, Subdistrict 41",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103MB  NW11345,1,AK M 1 03 MBNW11345,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MB,  Quadrant NW, District 113, Subdistrict 45",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103MB  NW11355,1,AK M 1 03 MBNW11355,NA,NA,SEAK,SEAK,"Alaska marine, Region 1, SITKA, MB, Quadrant NW, District 113, Subdistrict 55",SEAK,SEAK,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103MB  NW11361,1,AK M 1 03 MBNW11361,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MB,  Quadrant NW, District 113, Subdistrict 61",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103MB  NW11362,1,AK M 1 03 MBNW11362,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MB,  Quadrant NW, District 113, Subdistrict 62",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103MB  NW11366,1,AK M 1 03 MBNW11366,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MB,  Quadrant NW, District 113, Subdistrict 66",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103MB  NW11371,1,AK M 1 03 MBNW11371,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MB,  Quadrant NW, District 113, Subdistrict 71",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103MS,1,AK M 1 03 MS,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MS,  Quadrant , District , Subdistrict",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103MS  NE10910,1,AK M 1 03 MSNE10910,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MS,  Quadrant NE, District 109, Subdistrict 10",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103MS  NE11212,1,AK M 1 03 MSNE11212,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MS,  Quadrant NE, District 112, Subdistrict 12",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103MS  NW113,1,AK M 1 03 MSNW113,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MS,  Quadrant NW, District 113, Subdistrict",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,,1M103MS  NW11321,,AK M 1 03 MSNW11321,,,,,"Alaska marine, Region 1, SITKA, MS, Quadrant NW, District 113, Subdistrict 21",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,,1M103MS  NW11321,,AK M 1 03 MSNW11321,,,,,"Alaska marine, Region 1, SITKA, MS, Quadrant NW, District 113, Subdistrict 21",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103MS  NW11322,,AK M 1 03 MSNW11322,,,SEAKG,SEAK,,SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103MS  NW11331,1,AK M 1 03 MSNW11331,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MS,  Quadrant NW, District 113, Subdistrict 31",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103MS  NW11332,1,AK M 1 03 MSNW11332,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MS,  Quadrant NW, District 113, Subdistrict 32",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103MS  NW11335,1,AK M 1 03 MSNW11335,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MS,  Quadrant NW, District 113, Subdistrict 35",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103MS  NW11337,1,AK M 1 03 MSNW11337,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MS,  Quadrant NW, District 113, Subdistrict 37",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,,1M103MS  NW11340,,AK M 1 03 MSNW11340,,,,,"Alaska marine, Region 1, SITKA, MS, Quadrant NW, District 113, Subdistrict 40",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,,1M103MS  NW11340,,AK M 1 03 MSNW11340,,,,,"Alaska marine, Region 1, SITKA, MS, Quadrant NW, District 113, Subdistrict 40",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103MS  NW11341,1,AK M 1 03 MSNW11341,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MS,  Quadrant NW, District 113, Subdistrict 41",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
1,M,1M103MS  NW11344,1,AK M 1 03 MSNW11344,,,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MS,  Quadrant NW, District 113, Subdistrict 44",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK
