state/prov,F/M,location_code,location_type,name,latitude,longitude,psc_basin,psc_region,description,rmpc_region,rmpc_basin,Rec area-W,Rec area.Shelton,Rec area.Shelton2,Rec area.Shelton3,Rec.area.Sullaway.Shelton
2,M,2MN25004 QLAW AN,1,NSPT         QLAW AN,54.2166,-130.7666,,,NSPT            STAT AREA: 004 QLAWDZEET ANCHORAGE 004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 QLAW AN 02,1,NSPT  QLAW AN,54.2166,-130.7666,,,NSPT            STAT AREA: 004 QLAWDZEET ANCHORAGE 004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 RACH IS,1,NSPT         RACH IS,54.2,-130.55,,,NSPT            STAT AREA: 004 RACHAEL ISLANDS     004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 RACH IS 09,1,NSPT  RACH IS,54.2,-130.55,,,NSPT            STAT AREA: 004 RACHAEL ISLANDS     004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 REFU BY,1,NSPT         REFU BY,54.0666,-130.55,,,NSPT            STAT AREA: 004 REFUGE BAY          004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 REFU BY 09,1,NSPT  REFU BY,54.0666,-130.55,,,NSPT            STAT AREA: 004 REFUGE BAY          004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 RIDL IS,1,NSPT         RIDL IS,54.2166,-130.3166,,,NSPT            STAT AREA: 004 RIDLEY ISLAND       004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 RIDL IS 12,1,NSPT  RIDL IS,54.2166,-130.3166,,,NSPT            STAT AREA: 004 RIDLEY ISLAND       004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 RUSH IS 13,1,NSPT  RUSH IS,54.2667,-130.8333,,,NSPT            STAT AREA: 004 RUSHTON ISLAND PFMA 004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 RYAN PT,1,NSPT         RYAN PT,54.3666,-130.5,,,NSPT            STAT AREA: 004 RYAN POINT          004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 RYAN PT 05,1,NSPT  RYAN PT,54.3666,-130.5,,,NSPT            STAT AREA: 004 RYAN POINT          004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 SABR PT,1,NSPT         SABR PT,53.9833,-130.1666,,,NSPT            STAT AREA: 004 SEABREEZE POINT     004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 SABR PT 12,1,NSPT  SABR PT,53.9833,-130.1666,,,NSPT            STAT AREA: 004 SEABREEZE POINT     004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 SIMP RK,1,NSPT         SIMP RK,54.35,-130.7833,,,NSPT            STAT AREA: 004 SIMPSON ROCK        004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 SIMP RK 01,1,NSPT  SIMP RK,54.35,-130.7833,,,NSPT            STAT AREA: 004 SIMPSON ROCK        004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 SKEE RV,1,NSPT         SKEE RV,54.25,-129.5833,,,NSPT            STAT AREA: 004 SKEENA RIVER        004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 SKEE RV 15,1,NSPT  SKEE RV,54.25,-129.5833,,,NSPT            STAT AREA: 004 SKEENA RIVER        004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 SMIT IS,1,NSPT         SMIT IS,54.1666,-130.25,,,NSPT            STAT AREA: 004 SMITH ISLAND        004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 SMIT IS 12,1,NSPT  SMIT IS,54.1666,-130.25,,,NSPT            STAT AREA: 004 SMITH ISLAND        004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 SPIR LE,1,NSPT         SPIR LE,54.25,-130.3666,,,NSPT            STAT AREA: 004 SPIRE LEDGE         004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 SPIR LE 10,1,NSPT  SPIR LE,54.25,-130.3666,,,NSPT            STAT AREA: 004 SPIRE LEDGE         004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 SQUADER,1,NSPT         SQUADER,54.1333,-130.7833,,,NSPT            STAT AREA: 004 SQUADEREE           004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 SQUADER 02,1,NSPT  SQUADER,54.1333,-130.7833,,,NSPT            STAT AREA: 004 SQUADEREE           004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 STEN SH,1,NSPT         STEN SH,54.3333,-130.9333,,,NSPT            STAT AREA: 004 STENHOUSE SHOALS    004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 STEN SH 01,1,NSPT  STEN SH,54.3333,-130.9333,,,NSPT            STAT AREA: 004 STENHOUSE SHOALS    004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 STEP IS,1,NSPT         STEP IS,54.1666,-130.75,,,NSPT            STAT AREA: 004 STEPHENS ISLAND     004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 STEP IS 09,1,NSPT  STEP IS,54.1666,-130.75,,,NSPT            STAT AREA: 004 STEPHENS ISLAND     004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 TEEN IS,1,NSPT         TEEN IS,54.25,-130.8333,,,NSPT            STAT AREA: 004 TREE NOB GROUP ISL  004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 TEEN IS 13,1,NSPT  TEEN IS,54.25,-130.8333,,,NSPT            STAT AREA: 004 TREE NOB GROUP ISL  004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 TRIP IS,1,NSPT         TRIP IS,54.3,-130.8833,,,NSPT            STAT AREA: 004 TRIPLE ISLANDS      004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 TRIP IS 01,1,NSPT  TRIP IS,54.3,-130.8833,,,NSPT            STAT AREA: 004 TRIPLE ISLANDS      004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 TSUM IN,1,NSPT         TSUM IN,54.1666,-130.2333,,,NSPT            STAT AREA: 004 TSUM TSADIA INLET   004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 TSUM IN 12,1,NSPT  TSUM IN,54.1666,-130.2333,,,NSPT            STAT AREA: 004 TSUM TSADIA INLET   004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 TUCK IN,1,NSPT         TUCK IN,54.4,-130.25,,,NSPT            STAT AREA: 004 TUCK INLET          004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 TUCK IN 10,1,NSPT  TUCK IN,54.4,-130.25,,,NSPT            STAT AREA: 004 TUCK INLET          004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 TUGW IS,1,NSPT         TUGW IS,54.3333,-130.5,,,NSPT            STAT AREA: 004 TUGWELL ISLAND      004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 TUGW IS 09,1,NSPT  TUGW IS,54.3333,-130.5,,,NSPT            STAT AREA: 004 TUGWELL ISLAND      004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 VENN PS,1,NSPT         VENN PS,54.3333,-130.4333,,,NSPT            STAT AREA: 004 VENN PASSAGE        004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 VENN PS 10,1,NSPT  VENN PS,54.3333,-130.4333,,,NSPT            STAT AREA: 004 VENN PASSAGE        004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25004 WHIS IS 05,1,NSPT  WHIS IS,54.5167,-130.75,,,NSPT            STAT AREA: 004 WHITESAND ISLAND PFM004,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25005 BANK IS,1,NSPT         BANK IS,53.5,-130.1666,,,NSPT            STAT AREA: 005 BANKS ISLAND        005,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25005 BANK IS 17,1,NSPT  BANK IS,53.5,-130.1666,,,NSPT            STAT AREA: 005 BANKS ISLAND        005,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25005 FIVE,1,NSPT         FIVE,0,0,,,"NSPT            STAT AREA: 005 UNKNOWN PFMA 5, 105 005",,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25005 GREN CH,1,NSPT         GREN CH,53.5,-129.55,,,NSPT            STAT AREA: 005 GRENVILLE CHANNEL   005,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25005 GREN CH 23,1,NSPT  GREN CH,53.5,-129.55,,,NSPT            STAT AREA: 005 GRENVILLE CHANNEL   005,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25005 KLEW IN,1,NSPT         KLEW IN,53.6833,-129.7333,,,NSPT            STAT AREA: 005 KLEWNUGGIT INLET    005,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25005 KLEW IN 23,1,NSPT  KLEW IN,53.6833,-129.7333,,,NSPT            STAT AREA: 005 KLEWNUGGIT INLET    005,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25005 KUME IN,1,NSPT         KUME IN,53.8666,-129.9833,,,NSPT            STAT AREA: 005 KUMEALON INLET      005,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25005 KUME IN 23,1,NSPT  KUME IN,53.8666,-129.9833,,,NSPT            STAT AREA: 005 KUMEALON INLET      005,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25005 LOWE IN,1,NSPT         LOWE IN,53.55,-129.5833,,,NSPT            STAT AREA: 005 LOWE INLET          005,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25005 LOWE IN 24,1,NSPT  LOWE IN,53.55,-129.5833,,,NSPT            STAT AREA: 005 LOWE INLET          005,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25005 WEST IN,1,NSPT         WEST IN,53.8666,-129.9833,,,NSPT            STAT AREA: 005 WEST INLET          005,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN25005 WEST IN 23,1,NSPT  WEST IN,53.8666,-129.9833,,,NSPT            STAT AREA: 005 WEST INLET          005,,,NBC,NBC,NBC,NBC,NBC
2,M,2MN2502E COPP BY,1,NSPT         COPP BY,53.1666,-131.75,,,NSPT            STAT AREA: 02E COPPER BAY          02E,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502E COPP BY 02,1,NSPT  COPP BY,53.1666,-131.75,,,NSPT            STAT AREA: 02E COPPER BAY          02E,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502E CUMS HD,1,NSPT         CUMS HD,53.0333,-131.6,,,NSPT            STAT AREA: 02E CUMSHEWA HEAD       02E,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502E CUMS HD 03,1,NSPT  CUMS HD,53.0333,-131.6,,,NSPT            STAT AREA: 02E CUMSHEWA HEAD       02E,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502E CUMS IN,1,NSPT         CUMS IN,53.05,-131.8333,,,NSPT            STAT AREA: 02E CUMSHEWA INLET      02E,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502E CUMS IN 03,1,NSPT  CUMS IN,53.05,-131.8333,,,NSPT            STAT AREA: 02E CUMSHEWA INLET      02E,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502E DODG PT,1,NSPT         DODG PT,52.75,-131.4833,,,NSPT            STAT AREA: 02E DODGE POINT         02E,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502E DODG PT 08,1,NSPT  DODG PT,52.75,-131.4833,,,NSPT            STAT AREA: 02E DODGE POINT         02E,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502E GILL AR,1,NSPT         GILL AR,53.05,-131.9833,,,NSPT            STAT AREA: 02E GILLATT ARM         02E,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502E GILL AR 04,1,NSPT  GILL AR,53.05,-131.9833,,,NSPT            STAT AREA: 02E GILLATT ARM         02E,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502E GORD CV,1,NSPT         GORD CV,53.0333,-132.0166,,,NSPT            STAT AREA: 02E GORDON COVE         02E,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502E GORD CV 04,1,NSPT  GORD CV,53.0333,-132.0166,,,NSPT            STAT AREA: 02E GORDON COVE         02E,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502E LOUI IS,1,NSPT         LOUI IS,52.9833,-131.7833,,,NSPT            STAT AREA: 02E LOUISE ISLAND       02E,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502E LOUI IS 03,1,NSPT  LOUI IS,52.9833,-131.7833,,,NSPT            STAT AREA: 02E LOUISE ISLAND       02E,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502E LYEL IS,1,NSPT         LYEL IS,52.6666,-131.5833,,,NSPT            STAT AREA: 02E LYELL ISLAND        02E,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502E LYEL IS 09,1,NSPT  LYEL IS,52.6666,-131.5833,,,NSPT            STAT AREA: 02E LYELL ISLAND        02E,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502E MORE CA,1,NSPT         MORE CA,53.05,-132.0166,,,NSPT            STAT AREA: 02E MORESBY CAMP        02E,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502E MORE CA 04,1,NSPT  MORE CA,53.05,-132.0166,,,NSPT            STAT AREA: 02E MORESBY CAMP        02E,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502E MORE IS,1,NSPT         MORE IS,52.5,-131.6666,,,NSPT            STAT AREA: 02E MORESBY ISLAND      02E,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502E MORE IS 13,1,NSPT  MORE IS,52.5,-131.6666,,,NSPT            STAT AREA: 02E MORESBY ISLAND      02E,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502E PALL CR,1,NSPT         PALL CR,53.05,-132,,,NSPT            STAT AREA: 02E PALLANT CREEK       02E,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502E PALL CR 04,1,NSPT  PALL CR,53.05,-132,,,NSPT            STAT AREA: 02E PALLANT CREEK       02E,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502E POWR BY,1,NSPT         POWR BY,52.6833,-131.5666,,,NSPT            STAT AREA: 02E POWRIVCO BAY        02E,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502E POWR BY 09,1,NSPT  POWR BY,52.6833,-131.5666,,,NSPT            STAT AREA: 02E POWRIVCO BAY        02E,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502E RACE TA,1,NSPT         RACE TA,52.8,-131.75,,,NSPT            STAT AREA: 02E RACE TACK           02E,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502E RACE TA 08,1,NSPT  RACE TA,52.8,-131.75,,,NSPT            STAT AREA: 02E RACE TACK           02E,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502E SANDSPI,1,NSPT         SANDSPI,53.25,-131.8333,,,NSPT            STAT AREA: 02E SANDSPIT            02E,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502E SANDSPI 02,1,NSPT  SANDSPI,53.25,-131.8333,,,NSPT            STAT AREA: 02E SANDSPIT            02E,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502E SHIN BY,1,NSPT         SHIN BY,53.25,-131.8833,,,NSPT            STAT AREA: 02E SHINGLE BAY         02E,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502E SHIN BY 01,1,NSPT  SHIN BY,53.25,-131.8833,,,NSPT            STAT AREA: 02E SHINGLE BAY         02E,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502E SKID IN,1,NSPT         SKID IN,53.25,-131.9333,,,NSPT            STAT AREA: 02E SKIDEGATE INLET     02E,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502E SKID IN 01,1,NSPT  SKID IN,53.25,-131.9333,,,NSPT            STAT AREA: 02E SKIDEGATE INLET     02E,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502E SKID PT,1,NSPT         SKID PT,53.2333,-132,,,NSPT            STAT AREA: 02E SKIDEGATE POINT     02E,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502E SKID PT 01,1,NSPT  SKID PT,53.2333,-132,,,NSPT            STAT AREA: 02E SKIDEGATE POINT     02E,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502E TWOE,1,NSPT         TWOE,0,0,,,NSPT            STAT AREA: 02E UNKNOWN PFMA 2(EAST)02E,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W BONE PT 49,1,NSPT  BONE PT,53,-132.3833,,,NSPT            STAT AREA: 02W BONE POINT PFMA 2   02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W BOTT PT,1,NSPT         BOTT PT,52.9,-132.3333,,,NSPT            STAT AREA: 02W BOTTLE POINT        02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W BOTT PT 61,1,NSPT  BOTT PT,52.9,-132.3333,,,NSPT            STAT AREA: 02W BOTTLE POINT        02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W BROC IS 92,1,NSPT  BROC IS,53.7,-132.9833,,,NSPT            STAT AREA: 02W BROCK ISLANDS PFMA 202W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W BUCK PT,1,NSPT         BUCK PT,53.1,-132.5666,,,NSPT            STAT AREA: 02W BUCK POINT          02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W BUCK PT 63,1,NSPT  BUCK PT,53.1,-132.5666,,,NSPT            STAT AREA: 02W BUCK POINT          02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W CART SD,1,NSPT         CART SD,53.2,-132.6666,,,NSPT            STAT AREA: 02W CARTWRIGHT SOUND    02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W CART SD 68,1,NSPT  CART SD,53.2,-132.6666,,,NSPT            STAT AREA: 02W CARTWRIGHT SOUND    02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W CART SO 02,1,NSPT  CART SO,NA,NA,,,NSPT            STAT AREA: 02W CARTWRIGHT SOUND PFM02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W CHAA IS,1,NSPT         CHAA IS,53.1166,-132.4666,,,NSPT            STAT AREA: 02W CHAATL ISLAND       02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W CHAA IS 66,1,NSPT  CHAA IS,53.1166,-132.4666,,,NSPT            STAT AREA: 02W CHAATL ISLAND       02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W CONE HD,1,NSPT         CONE HD,53.3833,-132.7333,,,NSPT            STAT AREA: 02W CONE HEAD           02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W CONE HD 74,1,NSPT  CONE HD,53.3833,-132.7333,,,NSPT            STAT AREA: 02W CONE HEAD           02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W CP HENR 49,1,NSPT  CP HENR,52.9333,-132.3667,,,NSPT            STAT AREA: 02W CAPE HENRY PFMA 2   02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W DENH PT 49,1,NSPT  DENH PT,52.95,-132.35,,,NSPT            STAT AREA: 02W DENHAM POINT PFMA 2 02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W EGLE BY,1,NSPT         EGLE BY,52.9833,-132.4166,,,NSPT            STAT AREA: 02W ENGLEFIELD BAY      02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W EGLE BY 49,1,NSPT  EGLE BY,52.9833,-132.4166,,,NSPT            STAT AREA: 02W ENGLEFIELD BAY      02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W FAME PT,1,NSPT         FAME PT,53.2833,-132.7,,,NSPT            STAT AREA: 02W FAME POINT          02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W FAME PT 69,1,NSPT  FAME PT,53.2833,-132.7,,,NSPT            STAT AREA: 02W FAME POINT          02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W FREE RK 79,1,NSPT  FREE RK,53.4333,-132.9333,,,NSPT            STAT AREA: 02W FREEMAN ROCK PFMA 2 02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W HIBB IS 49,1,NSPT  HIBB IS,52.9833,-132.2833,,,NSPT            STAT AREA: 02W HIBBEN ISLAND PFMA 202W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W HIPP IS,1,NSPT         HIPP IS,53.5333,-132.9833,,,NSPT            STAT AREA: 02W HIPPA ISLAND        02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W HIPP IS 87,1,NSPT  HIPP IS,53.5333,-132.9833,,,NSPT            STAT AREA: 02W HIPPA ISLAND        02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W HIPP PS 87,1,NSPT  HIPP PS,53.55,-132.9667,,,NSPT            STAT AREA: 02W HIPPA PASSAGE PFMA 202W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W HIPP RK 88,1,NSPT  HIPP RK,53.5667,-133,,,NSPT            STAT AREA: 02W HIPPA ROCKS PFMA 2  02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W HNTR PT 68,1,NSPT  HNTR PT,53.2542,-132.7161,,,NSPT            STAT AREA: 02W HUNTER POINT PFMA 2W02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W KANO IN,1,NSPT         KANO IN,53.3,-132.65,,,NSPT            STAT AREA: 02W KANO INLET          02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W KANO IN 69,1,NSPT  KANO IN,53.3,-132.65,,,NSPT            STAT AREA: 02W KANO INLET PFMA 2   02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W KANO IN 70,1,NSPT  KANO IN,53.3,-132.65,,,NSPT            STAT AREA: 02W KANO INLET          02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W KIND PT,1,NSPT         KIND PT,53.3166,-132.75,,,NSPT            STAT AREA: 02W KINDAKUN POINT      02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W KIND PT 69,1,NSPT  KIND PT,53.3166,-132.75,,,NSPT            STAT AREA: 02W KINDAKUN POINT      02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W KUNA PT,1,NSPT         KUNA PT,53.4666,-132.9,,,NSPT            STAT AREA: 02W KUNAKUN POINT       02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W KUNA PT 79,1,NSPT  KUNA PT,53.4666,-132.9,,,NSPT            STAT AREA: 02W KUNAKUN POINT       02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W LOUI RK,1,NSPT         LOUI RK,53.7,-133.0333,,,NSPT            STAT AREA: 02W LOUIS ROCKS         02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W LOUI RK 92,1,NSPT  LOUI RK,53.7,-133.0333,,,NSPT            STAT AREA: 02W LOUIS ROCKS         02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W MACM IS,1,NSPT         MACM IS,53,-131.9333,,,NSPT            STAT AREA: 02W MACMILLAN ISLAND    02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W MACM IS 01,1,NSPT  MACM IS,53,-131.9333,,,NSPT            STAT AREA: 02W MACMILLAN ISLAND    02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W MARB IS,1,NSPT         MARB IS,53.2,-132.65,,,NSPT            STAT AREA: 02W MARBLE ISLAND       02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W MARB IS 68,1,NSPT  MARB IS,53.2,-132.65,,,NSPT            STAT AREA: 02W MARBLE ISLAND       02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W MOOR CH,1,NSPT         MOOR CH,52.95,-132.2666,,,NSPT            STAT AREA: 02W MOORE CHANNEL       02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W MOOR CH 60,1,NSPT  MOOR CH,52.95,-132.2666,,,NSPT            STAT AREA: 02W MOORE CHANNEL       02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W NEST IN 87,1,NSPT  NEST IN,53.5578,-132.9297,,,NSPT            STAT AREA: 02W NESTO INLET PFMA 2  02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W NEWT PT 66,1,NSPT  NEWT PT,53.1393,-132.5119,,,NSPT            STAT AREA: 02W NEWTON POINT PFMA 2 02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W PR LOUI,1,NSPT         PR LOUI,53.7,-132.9666,,,NSPT            STAT AREA: 02W PORT LOUIS          02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W PR LOUI 94,1,NSPT  PR LOUI,53.7,-132.9666,,,NSPT            STAT AREA: 02W PORT LOUIS          02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W RENN SD,1,NSPT         RENN SD,53.4,-132.7333,,,NSPT            STAT AREA: 02W RENNELL SOUND       02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W RENN SD 78,1,NSPT  RENN SD,53.4,-132.7333,,,NSPT            STAT AREA: 02W RENNELL SOUND       02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W RICH HD 76,1,NSPT  RICH HD,53.3533,-132.5084,,,NSPT            STAT AREA: 02W RICHARDSON HEAD PFMA02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W SELV PT,1,NSPT         SELV PT,53.5833,-133,,,NSPT            STAT AREA: 02W SELVESEN POINT      02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W SELV PT 88,1,NSPT  SELV PT,53.5833,-133,,,NSPT            STAT AREA: 02W SELVESEN POINT      02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W SKID CH,1,NSPT         SKID CH,53.1333,-132.3666,,,NSPT            STAT AREA: 02W SKIDEGATE CHANNEL   02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W SKID CH 67,1,NSPT  SKID CH,53.1333,-132.3666,,,NSPT            STAT AREA: 02W SKIDEGATE CHANNEL   02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W SKID PT 64,1,NSPT  SKID PT,53.15,-132.5833,,,NSPT            STAT AREA: 02W SKIDEGATE POINT PFMA02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W SUND IN,1,NSPT         SUND IN,52.65,-131.9166,,,NSPT            STAT AREA: 02W SUNDAY INLET        02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W SUND IN 38,1,NSPT  SUND IN,52.65,-131.9166,,,NSPT            STAT AREA: 02W SUNDAY INLET        02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W TANA BY,1,NSPT         TANA BY,53.1833,-132.55,,,NSPT            STAT AREA: 02W TANA BAY            02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W TANA BY 68,1,NSPT  TANA BY,53.1833,-132.55,,,NSPT            STAT AREA: 02W TANA BAY            02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W TART IN 80,1,NSPT  TART IN,53.45,-132.6667,,,NSPT            STAT AREA: 02W TARTU INLET PFMA 2  02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W TART PT 80,1,NSPT  TART PT,53.45,-132.7,,,NSPT            STAT AREA: 02W TARTU POINT PFMA 2  02W,,,QCI,NBC,NBC,NBC,NBC
2,M,2MN2502W TASU SD,1,NSPT         TASU SD,52.7666,-132.0833,,,NSPT            STAT AREA: 02W TASU SOUND          02W,,,QCI,NBC,NBC,NBC,NBC
